,months_since_joined,referred_friends,transaction_count,transaction_value,clv,total_reward_points,earned_reward_points,churned
1274,18,1,7.0,39.809867644114135,631.3036476065284,389.52234094912,7.0,False
1275,16,1,29.0,129.91545775610751,1845.9326977211047,2601.7217077061982,174.0,False
1276,7,0,26.0,92.79066372997387,717.5438661060913,641.9996676989801,104.0,False
1277,81,2,42.0,640.190843622391,21296.5991118236,31303.812406976318,1344.0,False
1278,48,1,18.0,49.791020831084644,1573.3773756100125,1727.984631417092,36.0,False
1279,41,1,42.0,395.4530644908792,11870.286153988794,12771.676353333909,798.0,False
1280,49,3,32.0,78.49105843606317,2492.6250193916762,4077.112433349564,96.0,False
1281,3,1,24.0,82.99645597822385,465.8439513883597,264.99980513207083,96.0,False
1282,19,1,38.0,67.22981506335331,1122.1104406364586,1812.9995091405676,114.0,False
1283,22,1,5.0,29.83593056014773,572.0009440740105,335.109698854464,5.0,False
1284,65,1,23.0,348.20416962575933,11491.625915575227,8168.993914584867,391.0,False
1285,22,1,22.0,129.66674371783523,2485.912067400833,2034.9960484859168,132.0,False
1286,82,1,60.0,914.3491816790413,30422.601548480507,90036.99795301976,2700.0,False
1287,22,1,34.0,136.13590009560258,2609.93580274187,2912.999020004256,204.0,False
1288,23,1,32.0,137.7441192700525,2752.032999533537,2683.9998240271493,192.0,False
1289,46,0,58.0,410.6580940127844,12828.909212512845,17816.954561519306,1160.0,False
1290,1,1,16.0,42.00297903582962,199.09693341195893,31.999982671882183,32.0,False
1291,21,0,40.0,60.84019381803682,1116.5123577401032,1490.999062159578,120.0,False
1292,8,3,13.0,53.53505865631836,446.6249911279738,231.99976041598862,26.0,False
1293,36,2,13.0,109.98477345776536,3101.24251678895,1296.3406758659835,65.0,False
1294,26,2,42.0,132.4246431850441,2952.3014757112505,3127.9989849161084,252.0,False
1295,9,0,29.0,59.779629547224104,537.0363664369133,548.9189394172166,58.0,False
1296,22,0,45.0,164.05054616503216,3145.1027509627916,4206.999957368505,360.0,False
1297,20,1,28.0,112.47907955269396,1970.9984386932847,1637.9998706765673,140.0,False
1298,2,1,15.0,42.33648154944535,218.5152139277512,59.92663398393368,30.0,False
1299,43,2,16.0,137.9323023080203,4216.345217595626,4691.999225580641,96.0,False
1300,40,0,35.0,258.75133683831814,7686.491241891281,7516.999584889354,420.0,False
1301,50,1,49.0,265.98400277641144,8484.990644223617,15233.997791825359,637.0,False
1302,18,2,39.0,230.37723707791443,3653.3150874291914,3990.9999707629186,429.0,False
1303,36,1,11.0,47.606124064599896,1342.350685164256,317.9980055462097,22.0,False
1304,40,1,45.0,262.98296544083115,7812.196394141285,12709.99979755846,585.0,False
1305,21,0,33.0,125.34773845677029,2300.3263175053826,2021.9980214092955,198.0,False
1306,22,2,24.0,125.89892863716223,2413.6772236141946,3006.9994612171413,144.0,False
1307,85,1,48.0,729.3169366719072,24277.63301977043,56952.998521351816,1728.0,False
1308,42,1,51.0,338.36436990661514,10253.740628294843,15997.99867596578,816.0,False
1309,75,0,67.0,925.2694963946332,30729.011639501783,71294.23312199388,3082.0,False
1310,11,3,38.0,103.78395720325115,1074.6549204025564,1761.997570081032,190.0,False
1311,65,0,77.0,1164.3207760300918,38425.555955434036,103496.99807069672,4466.0,False
1312,22,0,24.0,169.73969034505143,3254.1724458189283,2518.988364248989,192.0,False
1313,10,1,20.0,38.41957826864972,370.9316803708669,358.83313298219736,20.0,False
1314,70,3,67.0,605.8098066368423,20071.640441642558,46497.99914059329,2010.0,False
1315,8,0,20.0,51.724670383672674,431.5215305826263,288.1593105097864,40.0,False
1316,6,2,25.0,53.76374866445571,384.6798327870266,362.513834687572,50.0,False
1317,58,0,52.0,52.0,1699.0404142091716,8990.805581708568,104.0,False
1318,46,1,32.0,338.7418072295118,10582.253107361488,7351.459908803766,512.0,False
1319,4,3,24.0,82.23083955931412,501.2119352483893,332.99999042908064,96.0,False
1320,3,0,17.0,45.73987530368598,256.7295675019004,107.75510440966733,34.0,False
1321,33,0,30.0,161.38837256083738,4317.894832506101,2675.9894382699003,240.0,False
1322,3,0,19.0,61.00642439354683,342.41791971239843,131.10259180166997,57.0,False
1323,25,2,0.0,0.0,0.0,146.5300009001331,0.0,False
1324,3,0,16.0,47.01906382094346,263.90941905611845,97.93768830430163,32.0,False
1325,7,1,22.0,63.5481378812241,491.41341064043837,382.9579029076884,66.0,False
1326,21,2,16.0,102.81165060019991,1886.753989609248,1399.9989742328344,80.0,False
1327,18,0,33.0,190.7416992166373,3024.7759561173493,2145.9878057900955,297.0,False
1328,11,0,28.0,137.52575204494815,1424.0421169114531,1515.9992659373495,168.0,False
1329,6,1,30.0,84.25556740795291,602.8489156169128,698.9999914161779,120.0,False
1330,56,1,34.0,476.8864771996607,15513.764006484309,16963.999324657383,782.0,False
1331,12,2,22.0,113.87044027633513,1261.878336091036,731.998728488364,110.0,False
1332,1,1,19.0,56.84909595023414,269.46852177505957,37.9484491494744,38.0,False
1333,22,0,33.0,143.01733456057187,2741.863546795661,2132.6216603733296,231.0,False
1334,24,3,4.0,24.10981379608564,500.7896890660805,286.4506223194444,4.0,False
1335,1,2,21.0,63.32498344393343,300.1646621611155,62.99998758017487,63.0,False
1336,5,0,15.0,57.587667381242284,380.6036585689524,234.999584118045,30.0,False
1337,21,1,38.0,231.0458694505188,4240.051720049481,4730.999837537393,418.0,False
1338,73,1,39.0,495.38383099201,16438.760897053002,29206.99598102645,936.0,False
1339,5,3,30.0,81.10162903667694,536.0101933442012,446.999991711893,120.0,False
1340,13,1,13.0,40.091762329645654,474.4230255641188,177.99709950383428,26.0,False
1341,42,0,51.0,509.62846885637833,15443.700936628014,20732.980322225816,1275.0,False
1342,11,0,36.0,126.93382710177383,1314.3655872872748,1791.9999805870702,216.0,False
1343,10,1,26.0,62.165842176002855,600.1960807266632,486.9999967576073,78.0,False
1344,68,1,76.0,714.3136043557275,23634.95993852533,43122.99752873637,2660.0,False
1345,5,2,18.0,64.1041194639536,423.67165587382414,189.99740489537032,54.0,False
1346,29,1,23.0,104.85208286213907,2557.078238096435,1150.6905851280535,115.0,False
1347,80,0,76.0,95.12068213001163,3163.6142420184055,30346.30874377336,304.0,False
1348,27,1,46.0,131.02993622026642,3016.266359161501,3939.998034236595,276.0,False
1349,65,3,64.0,453.1365139913468,14954.660976843039,45834.365518697814,1408.0,False
1350,8,0,12.0,35.55496724494417,296.62313498659853,143.99997991157258,12.0,False
1351,4,0,20.0,48.64705945486433,296.51268239732144,145.99988350085243,40.0,False
1352,12,0,17.0,77.83628284572842,862.5585256939711,554.9988025596775,51.0,False
1353,36,1,56.0,323.765928271308,9129.233353635009,14085.009485557091,896.0,False
1354,6,1,22.0,68.13002369284827,487.47058702154493,394.19797534709437,66.0,False
1355,15,0,26.0,150.85103024259462,2021.4263862051066,1489.9988463907675,182.0,False
1356,15,0,18.0,106.954935138431,1433.2121409843246,865.9943388309383,90.0,False
1357,17,1,33.0,180.5777527814681,2713.9569549714797,2147.9963698743904,297.0,False
1358,59,2,63.0,782.6304032962074,25619.786827981163,40266.99718734571,2457.0,False
1359,6,2,32.0,74.17789424029515,530.7431245343084,475.9998836345277,96.0,False
1360,1,1,19.0,53.805388517065296,255.0411447161569,37.99829138367493,38.0,False
1361,13,2,32.0,85.69040314088294,1014.0113070022296,1430.9995960936553,128.0,False
1362,52,0,50.0,637.7250683308392,20503.44510586764,27014.98147356519,1550.0,False
1363,38,0,32.0,291.2689470556465,8448.907663379705,8064.01609366606,448.0,False
1364,72,2,71.0,71.0,2354.9455405329213,6833.2814718118,213.0,False
1365,7,0,31.0,73.57016987361563,568.9130996499542,584.2579288784518,93.0,False
1366,4,4,22.0,63.59626525854535,387.6308129119056,281.85377202568577,66.0,False
1367,39,1,7.0,55.59849250647632,1632.9261118574727,2413.2605579017113,14.0,False
1368,13,2,15.0,77.32361735895856,915.0035409611676,316.9999073415105,45.0,False
1369,5,0,17.0,49.029451864805225,324.0414068838199,206.97560356864585,34.0,False
1370,2,2,20.0,56.16696829994111,289.8997896034571,77.99999715354267,40.0,False
1371,25,1,53.0,249.28796474865888,5370.6177957808895,9073.99795440017,636.0,False
1372,5,2,32.0,82.82142532842771,547.3765290615404,639.7778396015121,128.0,False
1373,55,2,26.0,120.16707195523568,3899.331228548243,2540.939213478126,156.0,False
1374,65,1,49.0,528.6882874862538,17448.062245400146,28098.912828626304,1274.0,False
1375,17,2,31.0,108.6311473130198,1632.6499429499902,1906.9999808546065,155.0,False
1376,44,0,46.0,332.4785593709192,10244.14621195773,13283.999803636154,736.0,False
1377,13,0,29.0,94.36444097917679,1116.6549184569963,908.2198532999583,116.0,False
1378,90,0,34.0,517.2389711816114,17227.12573131053,35421.99876375878,850.0,False
1379,2,0,14.0,38.420298292447534,198.30225359509532,43.999421696313284,14.0,False
1380,3,0,26.0,82.80427410944912,464.76526965333824,250.9999976358197,104.0,False
1381,5,2,22.0,68.92362811514256,455.52435469914116,284.9990150495472,66.0,False
1382,16,1,23.0,69.1875914119187,983.0672921431056,1008.1055948685637,69.0,False
1383,22,0,23.0,152.28605309181862,2919.559219452542,2058.984703425389,161.0,False
1384,2,0,9.0,31.93509472282402,164.82957014297077,13.462252014082456,9.0,False
1385,9,1,23.0,98.92444334378281,888.6977722598874,658.9999970007661,92.0,False
1386,8,2,16.0,63.39624554062691,528.8935570968615,509.6459778405547,48.0,False
1387,65,0,57.0,593.959552589498,19602.18051000617,39716.820458777634,1653.0,False
1388,45,2,50.0,52.06097225882886,1615.7065520072056,5270.999820175213,100.0,False
1389,4,1,22.0,71.27117209953028,434.4107671387677,204.9999987527369,66.0,False
1390,73,3,65.0,768.5237232661611,25502.60412251751,57650.99886110759,2470.0,False
1391,27,0,40.0,321.37095259269347,7397.854422271322,6584.9993882967965,640.0,False
1392,3,2,31.0,83.07857691879498,466.3048812316462,291.9999992245236,124.0,False
1393,60,2,30.0,337.9733517361145,11082.63764332648,13779.288575600835,480.0,False
1394,29,2,29.0,48.9298519106567,1193.2758615632615,1516.8955110987754,58.0,False
1395,49,0,39.0,147.8610129141851,4695.592944293326,8002.988374356902,273.0,False
1396,26,1,3.0,20.13604574871492,448.91703046426835,225.95826513033387,3.0,False
1397,2,1,12.0,32.47014738056565,167.59118711467104,23.973892165450483,12.0,False
1398,20,1,15.0,93.7148275527697,1642.1878586087305,1060.9992045073177,60.0,False
1399,88,0,52.0,567.197644350288,18887.608229878344,32445.61921924564,1456.0,False
1400,20,1,24.0,74.8153021217344,1311.0068490845247,1130.9874388880494,72.0,False
1401,17,1,14.0,82.97043172514381,1246.9873878093213,778.9999891821362,56.0,False
1402,36,2,45.0,392.4081932316615,11064.740459311653,14990.613200357682,855.0,False
1403,25,0,43.0,151.87154336204546,3271.894871761146,3696.999908478469,301.0,False
1404,1,1,14.0,41.889131768446326,198.55728974063717,27.998917405919727,28.0,False
1405,3,2,30.0,88.95337893253723,499.2790721347377,347.9937540121186,120.0,False
1406,18,0,24.0,108.9524652601423,1727.7648182440219,1584.8920667729865,120.0,False
1407,14,0,35.0,149.55091651913054,1885.4268957685447,1845.9999867772406,245.0,False
1408,54,1,23.0,227.5572992639596,7363.523638556119,8312.998861923947,253.0,False
1409,3,1,18.0,55.86439890240833,313.5566696180556,81.99349191562236,36.0,False
1410,35,2,17.0,54.094474415618585,1500.978354631277,608.9999914330001,34.0,False
1411,4,0,12.0,34.710771762633726,211.5684721492573,80.13451670046064,12.0,False
1412,11,1,41.0,190.87582430022368,1976.4677441274466,2674.994663185021,369.0,False
1413,10,0,21.0,68.48906406704889,661.2452495905876,329.9274029558666,63.0,False
1414,5,2,20.0,64.11701600636748,423.7568906375995,255.9996233987539,60.0,False
1415,13,1,14.0,70.84815886683089,838.3766622400391,919.9994371978703,42.0,False
1416,40,0,42.0,164.5788978841793,4888.996024694263,8333.572840765279,336.0,False
1417,6,0,13.0,45.970201765401534,328.91697412445615,169.9996826948534,26.0,False
1418,1,2,26.0,73.40558950276262,347.9474099403829,77.99981908119241,78.0,False
1419,42,3,47.0,78.39994266518525,2375.819527286109,3822.999940671999,141.0,False
1420,51,1,37.0,271.1810563012404,8686.313528880071,8883.556622435335,481.0,False
1421,7,1,23.0,49.21846051279136,380.6029940998272,279.4653876247893,46.0,False
1422,47,1,60.0,356.83390473917916,11214.4719579289,23181.999619419188,1020.0,False
1423,75,0,74.0,802.6271586805699,26655.952019795262,70355.99810244275,2960.0,False
1424,21,3,32.0,97.64427725113306,1791.9246368536428,1483.9999864550578,128.0,False
1425,27,2,27.0,158.24715455442296,3642.797840587747,2855.880661663566,189.0,False
1426,31,1,17.0,86.01036651679566,2204.8376886784044,1359.4427650842713,68.0,False
1427,11,1,37.0,122.086830419058,1264.1762422803736,1762.1096321914886,222.0,False
1428,29,0,10.0,49.359366414506205,1203.7506386087919,741.9999879648116,20.0,False
1429,50,1,59.0,59.0,1882.12239376672,4365.937656293999,118.0,False
1430,6,1,26.0,52.617835927638986,376.4808226559006,349.4814911364093,52.0,False
1431,49,0,44.0,253.61873849789444,8054.120119699512,12900.800633545568,528.0,False
1432,84,0,63.0,955.2984048562404,31795.61486297562,96078.99762372856,2961.0,False
1433,22,2,28.0,158.12910363507748,3031.579537380232,2328.9997110405843,196.0,False
1434,18,4,43.0,239.82901281844096,3803.201054262731,3722.9999310790536,473.0,False
1435,58,0,67.0,254.54283627869626,8316.89549971026,16673.999661918977,804.0,False
1436,38,2,36.0,245.2961840451216,7115.364786142758,4493.711079589972,432.0,False
1437,8,2,24.0,84.4566300256493,704.5932624835617,539.8363362797598,96.0,False
1438,8,0,20.0,71.47886383604886,596.3241234413998,457.99454026632066,60.0,False
1439,22,0,36.0,260.041371290563,4985.395363373773,6250.999654478746,468.0,False
1440,40,1,21.0,183.14332732182862,5440.472689614313,5609.645651531364,189.0,False
1441,32,0,41.0,175.6148101763747,4602.977070769497,5114.999515125913,328.0,False
1442,4,0,36.0,118.17809278369188,720.3169869785037,598.245945440392,180.0,False
1443,14,2,20.0,97.51413996218888,1229.3858605602757,955.9998535986664,80.0,False
1444,54,0,54.0,664.4778207548128,21501.82901735314,34753.997108503165,1782.0,False
1445,17,2,15.0,39.46840749186489,593.1824788174457,542.9965768664273,15.0,False
1446,20,1,34.0,111.87594490980273,1960.42956273708,2079.4632959114,170.0,False
1447,6,1,21.0,81.249355172519,581.3394552690787,414.9999986867477,84.0,False
1448,40,0,14.0,124.78334485767314,3706.8256307472943,3170.8339605088777,84.0,False
1449,38,0,27.0,189.123393442955,5485.9472811541555,3983.999788660847,243.0,False
1450,8,2,20.0,58.067578061357715,484.438276288616,246.99669817490943,40.0,False
1451,38,0,46.0,275.66666738951886,7996.328624076371,7917.997830901092,598.0,False
1452,16,3,26.0,113.83551397843193,1617.4572375302798,1041.258618822275,130.0,False
1453,8,1,19.0,75.15858954242816,627.0228375591074,429.97707362604865,57.0,False
1454,5,0,21.0,70.09883900989345,463.29146155504367,341.99348752469746,63.0,False
1455,9,2,17.0,37.39758028959192,335.9649563634302,280.999645248914,17.0,False
1456,4,0,17.0,45.761313230361004,278.923533878708,129.98879436869572,34.0,False
1457,4,0,13.0,35.559116257794244,216.7392862678461,49.98383821207565,13.0,False
1458,4,0,32.0,78.78153032496493,480.1877676017575,368.9993278142444,96.0,False
1459,30,0,35.0,48.56284589586868,1215.3650957641287,2187.7974769204457,70.0,False
1460,4,0,21.0,66.21969212377803,403.62107718687315,266.9999481148404,63.0,False
1461,13,0,12.0,66.74495074344584,789.8216399786165,291.9999841043507,36.0,False
1462,80,0,39.0,408.88288488072385,13599.016417462188,36446.84158236207,780.0,False
1463,40,1,47.0,248.92882063718136,7394.702663420863,6617.900695900627,564.0,False
1464,49,0,41.0,355.78302333021486,11298.531107847119,12118.999161966809,697.0,False
1465,18,1,29.0,86.4418952268005,1370.7928961368655,1615.9994810920382,116.0,False
1466,4,0,18.0,55.195309780498725,336.4254600825683,147.99997801028738,36.0,False
1467,60,1,61.0,604.6719985124176,19828.07407198043,37699.9929467288,1830.0,False
1468,21,1,33.0,159.4093284229404,2925.4095681479985,2596.940612837645,231.0,False
1469,2,1,26.0,71.71672776892277,370.15820722659373,158.99999527664656,78.0,False
1470,1,0,28.0,75.22918917623076,356.5913945122592,83.99831555668145,84.0,False
1471,20,1,45.0,299.14199536223555,5241.938395578189,5686.992415810145,630.0,False
1472,1,0,19.0,59.940193309929626,284.1205302592245,37.99211473880158,38.0,False
1473,5,2,13.0,39.55025624474849,261.39228950596384,115.98936149450195,13.0,False
1474,23,1,27.0,202.2491064256357,4040.79838732202,2730.999977629117,270.0,False
1475,1,1,17.0,49.333127026492605,233.84232576024732,33.999967119309176,34.0,False
1476,3,2,27.0,80.59842410866581,452.3842364101293,293.99999846249494,108.0,False
1477,20,0,46.0,350.1622110468521,6135.9781215084095,7865.999415022126,782.0,False
1478,24,0,32.0,155.49935951538575,3229.907810998015,3584.9999434022493,224.0,False
1479,8,1,30.0,90.8393625161965,757.8422532106207,843.9993707001602,120.0,False
1480,36,1,31.0,129.96569880471486,3664.6450066303364,2823.9976488423595,186.0,False
1481,7,3,13.0,37.500934111406224,289.99216260801495,136.64102859120123,13.0,False
1482,2,0,20.0,61.08045897365891,315.26024532402755,119.99998785898892,60.0,False
1483,1,0,24.0,69.8352319760865,331.02367617047224,71.99978760782881,72.0,False
1484,6,2,25.0,76.78999018754389,549.4326812927574,431.9999984892527,75.0,False
1485,21,2,25.0,137.63474584143506,2525.812048626691,2281.9648977459087,150.0,False
1486,2,0,24.0,81.1547465545153,418.8715300750983,164.99992731216275,96.0,False
1487,15,2,43.0,217.2313957392153,2910.93322036473,3942.999887551577,430.0,False
1488,61,1,75.0,75.0,2463.1695764622227,8482.281833662566,225.0,False
1489,5,1,20.0,69.62918747306028,460.1874793779592,223.99985081286098,60.0,False
1490,8,1,35.0,86.99628408805187,725.7807422689191,908.9999702521216,140.0,False
1491,18,2,4.0,22.623855181555452,358.76839447743004,456.9999946238208,4.0,False
1492,5,0,24.0,74.3926035437898,491.6694557498018,359.99988155126914,72.0,False
1493,72,0,67.0,69.60384952843246,2308.637676773331,8272.404723472557,201.0,False
1494,83,0,78.0,955.533885353916,31798.44651822605,90994.9973481776,3666.0,False
1495,45,1,40.0,366.1243880570865,11362.630142450791,13415.613754989135,720.0,False
1496,77,2,34.0,517.3308152706352,17192.45909024296,18165.68029861948,850.0,False
1497,12,1,15.0,49.648920762876905,550.1945664646303,397.99999703485224,30.0,False
1498,6,2,17.0,49.38870087986886,353.3763487105381,207.99097445864018,34.0,False
1499,44,0,31.0,192.65060219710568,5935.844225453159,8094.982748003023,279.0,False
1500,49,1,25.0,81.80596118991572,2597.8957305496083,3471.719958602757,100.0,False
1501,67,0,72.0,772.4947763744689,25540.24063782732,76191.88635557384,2736.0,False
1502,80,2,61.0,923.6702171901353,30720.303814021743,63750.998160303876,2806.0,False
1503,17,0,40.0,195.87673346556184,2943.8899029233685,2414.999985588457,360.0,False
1504,69,1,41.0,608.7829667716827,20157.337088349046,23343.970432640166,1230.0,False
1505,28,2,21.0,149.62009064811917,3548.6942317861876,1864.9880881032752,147.0,False
1506,18,0,41.0,268.12450823150897,4251.910143797839,4269.999728907127,533.0,False
1507,41,0,35.0,234.7675192302259,7046.999715409013,10414.999841421475,385.0,False
1508,13,1,30.0,30.0,355.00287190915697,428.99999263231973,30.0,False
1509,92,1,81.0,469.8939773700622,15652.589057431644,54117.878408020915,1863.0,False
1510,29,0,30.0,189.78986705615543,4628.4968844977475,5788.963169438827,270.0,False
1511,3,1,32.0,101.04841289411884,567.1662890819034,399.9984528541488,160.0,False
1512,30,2,7.0,37.87704335899187,947.9353110394917,1169.1253984526318,7.0,False
1513,2,1,26.0,76.9851200435274,397.35044953884193,152.8230136266188,78.0,False
1514,13,1,21.0,104.95299664094202,1241.953840766884,914.9619934638966,105.0,False
1515,77,1,46.0,289.34237255306545,9615.717363733813,19625.996463746207,644.0,False
1516,8,1,25.0,68.41777156969619,570.7864600743249,528.976689305174,75.0,False
1517,4,2,26.0,73.33163924022429,446.9696894194777,299.9350469447346,78.0,False
1518,65,0,78.0,540.9851300065218,17853.88941954782,68764.53601573795,2106.0,False
1519,23,0,38.0,251.3203011826862,5021.207191803744,4415.99952628065,456.0,False
1520,21,2,16.0,96.720448580198,1774.9709412323148,1155.9999881899296,64.0,False
1521,55,0,62.0,421.7488772744565,13685.434295795007,25482.998283741377,1302.0,False
1522,29,1,18.0,115.71155679516524,2821.9134584689964,1772.9999585907299,90.0,False
1523,3,2,14.0,39.995480744097144,224.48732982521253,40.99975585714996,14.0,False
1524,73,0,33.0,362.9887079352503,12045.376140211623,19503.998344351323,594.0,False
1525,3,1,14.0,35.361334125292345,198.47671109730626,37.45225933542765,14.0,False
1526,2,1,20.0,57.351420371616534,296.0132120787529,77.99998574787628,40.0,False
1527,36,0,16.0,93.0643078263311,2624.135861291583,1332.991694796487,64.0,False
1528,30,0,58.0,459.3709056647023,11496.512497467349,16796.99981939933,1276.0,False
1529,31,3,75.0,136.6458837444557,3502.8567681281866,12649.980674852026,450.0,False
1530,19,0,19.0,118.5783476511443,1979.1516874973245,1678.8896575715949,95.0,False
1531,32,2,54.0,177.23476975959557,4645.437252855792,7496.9986108228295,432.0,False
1532,38,1,40.0,337.2653107745931,9783.135131982332,9001.999807184136,640.0,False
1533,31,1,13.0,58.54128128343989,1500.6798429587793,639.9999913267054,26.0,False
1534,65,2,56.0,472.6693313662358,15599.293781185159,20773.99970400648,1288.0,False
1535,15,1,14.0,59.734049177515075,800.4452005937163,390.9999149189724,28.0,False
1536,11,0,30.0,95.90284648778282,993.04814189026,894.9999952470973,120.0,False
1537,76,1,46.0,697.2442908275438,23164.192671405464,38341.996574118944,1564.0,False
1538,12,0,42.0,151.83113315948285,1682.5474391172788,2465.999986677777,294.0,False
1539,54,0,39.0,296.27896608978665,9587.287146866927,12418.881642101416,546.0,False
1540,27,0,40.0,143.87901463175976,3312.0479498177388,4212.998184752594,280.0,False
1541,15,2,21.0,43.92512675765201,588.6032737232869,276.9993952029193,42.0,False
1542,13,1,26.0,86.01443229912095,1017.8456830607896,922.9714266687938,104.0,False
1543,13,0,23.0,99.77330269273395,1180.6602998594058,1019.9969799542349,92.0,False
1544,8,1,32.0,102.6748595257297,856.5818246158359,1009.9999680077966,160.0,False
1545,21,3,39.0,97.79154031093584,1794.6271434662974,3050.9161030372716,156.0,False
1546,9,2,26.0,36.42013800888963,327.1840044772113,398.87175531692543,26.0,False
1547,46,0,41.0,424.0305466155346,13246.663015227305,16175.479518635331,861.0,False
1548,16,2,15.0,83.99822729196937,1193.5075085517774,277.9999983704884,60.0,False
1549,1,0,12.0,36.48411931871911,172.93716877549824,4.201818511994561,12.0,False
1550,8,0,30.0,63.11454071430335,526.5433884650274,665.9525490999497,90.0,False
1551,39,1,23.0,98.01841714934,2878.798067905377,2359.999907701221,92.0,False
1552,52,0,76.0,95.23112249900757,3061.767820479664,14416.110910273406,304.0,False
1553,1,0,23.0,61.504779861699674,291.5367752891136,68.98925054698668,69.0,False
1554,45,2,57.0,519.3565165902653,16118.172409663859,34246.999048122714,1425.0,False
1555,5,0,24.0,65.94913680749552,435.86559223221815,359.9929828941535,72.0,False
1556,52,0,62.0,181.1631792592641,5824.562159472438,13899.964984120401,558.0,False
1557,51,0,1.0,1.0,32.031417117982286,7591.172469919394,0.0,False
1558,8,0,20.0,63.683582283232155,531.2907109122831,282.3216441598844,60.0,False
1559,43,1,27.0,116.21440724159723,3552.4677830330634,2508.915333250144,135.0,False
1560,8,1,12.0,45.88603585788518,382.8117662014949,231.9936396503601,24.0,False
1561,38,1,47.0,343.5941487425978,9966.717241056076,11321.996746426898,799.0,False
1562,14,1,34.0,119.69484947692591,1509.023774253468,1590.9994426060982,170.0,False
1563,4,0,21.0,53.59257523499779,326.65650128870203,171.39012585646583,42.0,False
1564,14,1,35.0,195.6721420956313,2466.8890572299165,2646.9998512375705,315.0,False
1565,6,2,17.0,44.64896796048308,319.4635410626983,201.9943495088106,34.0,False
1566,57,0,76.0,247.77435651718517,8078.9330119644555,10629.80689789288,912.0,False
1567,25,1,30.0,127.75906482439535,2752.4197079069518,2815.9999720179217,180.0,False
1568,23,1,38.0,38.0,759.2139289608932,961.9371049640042,38.0,False
1569,6,3,32.0,90.07105195986065,644.4587304191756,751.5121815383703,128.0,False
1570,29,1,14.0,92.31424850331291,2251.3120337763407,1057.688162622358,56.0,False
1571,19,0,41.0,263.13634411002965,4391.921036202904,5610.999827397457,533.0,False
1572,1,1,24.0,65.68085076529894,311.3316310279954,71.99998242777123,72.0,False
1573,64,1,18.0,238.25063548093948,7854.681165240861,17112.973674984754,198.0,False
1574,40,0,17.0,48.07390921511507,1428.0880116818662,351.9762779705486,34.0,False
1575,23,2,38.0,251.2674266432338,5020.150794781646,5410.996328428143,456.0,False
1576,47,0,54.0,120.5977618503758,3790.1113108872523,8571.936994631606,324.0,False
1577,11,1,26.0,59.14362692444,612.4163251968531,377.9998395913359,52.0,False
1578,10,0,33.0,119.85749559169878,1157.194957581067,1395.999536628199,165.0,False
1579,55,1,53.0,176.76177098553632,5735.7867043157485,11537.999699317983,424.0,False
1580,31,1,32.0,236.91243773192997,6073.145514686679,3902.325500108329,352.0,False
1581,12,0,16.0,73.75345786247671,817.3138741064835,406.9999978977346,48.0,False
1582,35,2,45.0,194.314623535686,5391.716012886871,12309.03302815374,405.0,False
1583,1,2,22.0,62.05432404427185,294.14165151542056,65.99952149046021,66.0,False
1584,33,0,33.0,173.2205619203796,4634.46131423044,3825.999505971325,264.0,False
1585,8,2,19.0,46.052625293511255,384.2015658407585,273.999997783043,38.0,False
1586,18,3,33.0,199.78889578043348,3168.2461189020332,3094.9988605330987,297.0,False
1587,27,0,32.0,258.5264844464483,5951.195280117229,4228.988088390855,384.0,False
1588,4,0,31.0,80.5100297924113,490.72328648734185,499.98738524061895,124.0,False
1589,20,2,19.0,65.07663201379056,1140.3537493788688,647.2122289828808,57.0,False
1590,2,1,18.0,58.34353486527662,301.1339047506218,69.94977094436913,36.0,False
1591,11,0,22.0,84.21640750772006,872.0382142449566,417.9996562756373,88.0,False
1592,22,1,16.0,106.93154738362793,2050.043183048188,1065.9978004874297,80.0,False
1593,35,0,15.0,66.85002080600714,1854.9109741880795,1019.973663425534,45.0,False
1594,75,0,75.0,491.3647930316512,16318.655811248218,56317.168880246594,1800.0,False
1595,27,2,38.0,261.1384058336752,6011.320857831191,4282.9990526774845,494.0,False
1596,83,1,83.0,1258.437939282775,41878.54781724297,168519.99478857344,5146.0,False
1597,19,0,24.0,63.704229187423714,1063.2660615910452,1376.0422529968891,72.0,False
1598,41,1,60.0,354.442428023605,10639.272832975621,17334.716047200065,1020.0,False
1599,18,0,5.0,27.316943264463173,433.1912398826046,309.9929077350602,5.0,False
1600,91,3,90.0,1371.2830026905424,45675.4308635813,176451.99445386726,6120.0,False
1601,54,1,63.0,233.11650846688633,7543.414015660417,13067.016737274123,693.0,False
1602,12,2,24.0,74.73636770994031,828.2061885634662,851.9999945077268,72.0,False
1603,33,0,27.0,212.7699939581253,5692.593852000218,5040.994824979318,270.0,False
1604,34,0,39.0,269.18999824708783,7339.946501072068,8688.996330447884,507.0,False
1605,5,0,27.0,84.44974345128469,558.1382748146833,524.999745270503,108.0,False
1606,9,0,15.0,39.79210849745842,357.47644343391227,227.98217244965636,15.0,False
1607,5,1,30.0,112.80346024346802,745.5313198166758,660.9597398124388,150.0,False
1608,7,3,31.0,103.07332090369164,797.0589518451492,705.999147087218,155.0,False
1609,24,1,44.0,44.0,913.9326626605887,2194.992694678885,88.0,False
1610,10,0,25.0,69.50712038210276,671.0743356105987,546.9530615461969,75.0,False
